title,author_info,rating,pros,cons,helpful
Great colleagues and overall experience,"Dec 11, 2020 - Intermediate Software Engineer",4,"The best thing about working in Ubisoft are your colleagues and working on awesome project that you played long before you started in Ubi. Work life balance is great, rarely you had to work overtime (even if you work you have a lot of benefits). Overall would recommend!",After some time you get a feeling that your Management team is giving better conditions to newer employees than more senior ones inside of the company.,Be the first to find this review helpful
Not paid enough,"Dec 11, 2020 - Event Coordinator in Paris",4,Great work experience and environement,"pay not good enough, very BIG machine to move",Be the first to find this review helpful
Dream place for expats,"Dec 2, 2020 - Artist in Singapore",3,high salary for Caucasian males that can speak french,"low salary for anyone not caucasian, lots of politics, gossip and power play.",10 people found this review helpful
Good company,"Dec 7, 2020 - Gameplay Programmer in Montreal, QC",4,Good Salary and good conditions,Stressfull environment and unpaid overtime,Be the first to find this review helpful
The management of the studio should change,"Dec 21, 2020 - Production Manager in Quebec, QC",2,"Good ambiance, nice people as long as you don't deal with the top management.","Overtime, communication from the top management",Be the first to find this review helpful
Good place to start the journey of making great games,"Dec 4, 2020 - 3D Programmer in Shanghai, Shanghai",4,1. Respectful working cultrue 2. Wonderful developer support 3. Work-life balance 4. Being part of development of well-known game titles 5. Nice people,1. Salary is not competitive among other game companies in Shanghai 2. Narrow working space 3. Not a leading role among co-devs 4. Lack of specialists 5. Making mobile games,Be the first to find this review helpful
Good place to start with,"Dec 5, 2020 - Game Tester in Pune",4,Broad field to explore and learn,a little busy workplace with little more work,Be the first to find this review helpful
good place to start your carreer and retire your carreer,"Dec 17, 2020 - Texture Artist in Toronto, ON",3,"no crunch, ship big titles, comfortable","too much management, no recognition for hardwork,",1 person found this review helpful
It's a great working environment,"Jan 9, 2021 - Junior Game Tester in Pune",1,A great environment for work.,Salary and hikes are worst.,Be the first to find this review helpful
Good company to start career with and gain experience,"Dec 2, 2020 - Junior Game Tester in Pune",4,"frequent training sessions, Positive work culture",Less salary package compared to other MNC studios,Be the first to find this review helpful
great,"Dec 2, 2020 - Account Coordinator",5,"Great culture, team, supportive management",No major cons to report.,Be the first to find this review helpful
Great job,"Dec 2, 2020 - Online Programmer",5,"Nice culture, nice tech, nice team",Bad salary compared to others,Be the first to find this review helpful
"Come for the people, not the company","Jan 4, 2021 - Senior Environment Artist in Montreal, QC",1,"Great Co-workers, environment and perks","Bad management, HR department and general direction",4 people found this review helpful
good,"Dec 2, 2020 - 3D Environment/Props Artist",4,work/life balance is good overall,depends on the project but sometimes inconsistent,Be the first to find this review helpful
Functionality Tester,"Dec 1, 2020 - Functionality Tester in Pune",5,Working Environment is very awesome. With a lot of passion for gaming,Salary is less compared to software testing,Be the first to find this review helpful
Simple review,"Nov 27, 2020 - Network Engineer in Montreal, QC",5,good people good projects close to the metro,low salaries bonus not guaranteed bad reviews,Be the first to find this review helpful
My experience,"Nov 27, 2020 - Gameplay Programmer in Bucharest, Bucuresti",5,"Fun, exciting, interesting ,rewarding, beautiful","Tiring, Annoying, Frustrating, exhausting, Exasperating",Be the first to find this review helpful
Life at Ubi Quebec,"Nov 27, 2020 - Graphic Technical Director in Quebec, QC",4,Large project and well dedicated teams,Big studio comes with known issues as always,Be the first to find this review helpful
Great team,"Nov 26, 2020 - Technical Support Analyst in Montreal, QC",5,"Well structured, good benefits and bagels",Will often hire externally instead of promote,Be the first to find this review helpful
Ok,"Nov 26, 2020 - IT Support Analyst",4,"Decent compensation package (RRSP, benefits)",Old school management (not startup culture),Be the first to find this review helpful
Ubisoft,"Nov 24, 2020 - Junior Game Tester in Pune",4,- Great Experience - Good Benefits - Fun,- Low salaries at entry level,Be the first to find this review helpful
"Nice overall, don't go for money","Dec 6, 2020 - Data Analyst in Paris",3,Nice colleagues and perks if you like games,Very bad salary in France,Be the first to find this review helpful
Not interesting,"Dec 28, 2020 - Data Analyst in Paris",1,A lot of data to play with,Not interesting projects Poor management,Be the first to find this review helpful
A great place to learn from the best in the industry.,"Nov 17, 2020 - Art Director in Pune",5,"Work culture, perks, learning and colleagues","Management, growth within the studio",1 person found this review helpful
"Freedom for creativity, long ladders to climb","Nov 22, 2020 - R & D in Montreal, QC",4,Working on bleeding-edge technology as an R & D engineer. You can build both your industrial (prototyping) and academic profile over time (e.g. publications). There is good flexibility for working on innovative and risky ideas.,A lot of politics... also once you start with a title you are sort of stuck with it for a few years before getting a chance to go up the heirarchy.,Be the first to find this review helpful
Good,"Dec 6, 2020 - Anonymous Employee",3,Good good goood gooood goooooood,Salary salary salary salary salary,Be the first to find this review helpful
Ubisoft,"Nov 20, 2020 - Games Tester in Exeter, England",5,Very epic and cool company,Should update siege a bit more,Be the first to find this review helpful
..,"Nov 21, 2020 - Junior Game Tester in Pune",5,Best facilities and awesome colleagues.,Less salary but ot does the part.,Be the first to find this review helpful
Good work-life balance,"Nov 19, 2020 - Associate Manager in Shanghai, Shanghai",4,Work-life balance; Dynamic industry; Nice people,Limited support from HQ; Average salary,Be the first to find this review helpful
Ubisoft Review,"Nov 19, 2020 - IT Technical Lead in Montreal, QC",4,Great benefits and lots of fun,Salary is not always competitive,Be the first to find this review helpful
Good place to work,"Nov 18, 2020 - 3D Programmer in Kiev, Kiev",5,"Team, Challenges, Projects, Bonuses, Collaboration","Salary, Office, -, -, -",Be the first to find this review helpful
Pros and cons in ubisoft,"Dec 2, 2020 - Junior Tester in Pune",2,Nice work culture in the office,Less salary for junior game testers,Be the first to find this review helpful
Sinking ship,"Dec 3, 2020 - Anonymous Employee",2,Strong brands Some great people Many studios and (potential) opportunities to move within Deep pockets and smart with their money,Mafia type grip on upper level positions No talent management whatsoever No risk taking to promote juniors Poor pay Company currently losing itself in everything but how to make great games,Be the first to find this review helpful
Challenging and worth it,"Nov 15, 2020 - Assistant Game Designer in Montreuil, Ile-de-France",5,"Challenging, good ambience, tasks are interesting",Some process feel out of date,Be the first to find this review helpful
"Cult-like, would not recommend","Nov 30, 2020 - Production Coordinator in Montreal, QC",2,"If you end up on a project you love, it truly is a ""passion"" job. They also allow you to take unpaid time off on top of your vacation.","Salaries are not competitive at all, unpaid overtime, nepotism and all of the harassments cases weren't created out of thin air.",Be the first to find this review helpful
Functionality Tester,"Nov 15, 2020 - Manual QA Tester in Pune",4,"Work Envoirnment, Food, Flexible timing","Salary, No benifits, Poor review system",Be the first to find this review helpful
"Great perks, but toxic!","Nov 24, 2020 - Senior UI Artist in Montreal, QC",2,"The company insurance are good and the doctor on site is great, especially when you have kids. Most people are friendly and it is very diverse.",Some people make this place a very toxic environment. For instance I saw a manager furiously yell at someone until the person started to cry and even then he continued to scream. I also witnessed a violent director on several occasions who even raised his fists during a meeting! Those two bad apples and many more are still working at Ubisoft . Outside Ubisoft I've never work for a company that tolerate those behaviours and even less promote those individuals to higher positions. There are plenty of better companies in Montreal. Don't make the same mistake as I did.,3 people found this review helpful
Great people,"Nov 13, 2020 - Technical Art Director in Toronto, ON",4,Really nice people to work with.,Office infrastructure and location of studio.,Be the first to find this review helpful
Great place for start,"Nov 11, 2020 - Junior QC Engineer in Kiev, Kiev",4,"Great team, work-place, office, interesting projects","strange TM politics, low paid, zero balance between life and work",Be the first to find this review helpful
Good team with a lot of skill,"Nov 9, 2020 - Animator in Malmö, Skåne",5,"excellent team, exciting projects, worklife balance","really not that much for cons, pay is low, but reasonable for the area",Be the first to find this review helpful
Strong history and good culture that is falling apart,"Nov 4, 2020 - Anonymous Employee in Singapore",3,amazing team mates and caring managers,"resistance to change low salary intimidation, fear",9 people found this review helpful
"Tight-knit, High Performing, Friendly team","Nov 7, 2020 - Digital Marketing in Sydney",5,Best place I’ve worked. Very friendly culture. Team focused and everyone pulls together for major events. Leadership and management are the best I’ve come across and genuinely care about employee development.,Small team in Sydney and not a lot of turnover so career opportunities can be limited. As it’s a French company so some out of hours conference calls.,Be the first to find this review helpful
Good and bad,"Nov 19, 2020 - Software Engineer in Montreal, QC",3,its a good company to begin with,not a good company to grow with,1 person found this review helpful
Good,"Nov 21, 2020 - Game Tester",3,The culture here is good . Management helps,poor facilities Don't think of promotion,Be the first to find this review helpful
Project manager,"Nov 6, 2020 - Project Manager in Paris",4,"Great benefits within the company, and a very good work relation with colleagues","Salary, and pressure with sometime too long office hours",Be the first to find this review helpful
Fairly good place to work,"Nov 6, 2020 - Team Leader in Bucharest, Bucuresti",4,People oriented and focused on growing talent Nice work environment Great benefits,A bit disorganized Need to improve their salary competitiveness,Be the first to find this review helpful
Efficient company with talented people working to solve its structural flaws,"Nov 3, 2020 - Full Stack Developer in Montreal, QC",4,"- Very talented and passionated techs - All the support services (IT support, logistics, HR) are very effective - Flexible hours - Great internal life (very active platforms to discuss and exchange with colleagues, lots of activity and sport groups, lot of events)",- The management practices can be very good or very bad depending on the manager. The top management seems to be willing to improve it.,1 person found this review helpful
Actual Good Job,"Nov 3, 2020 - Quality Control in Toronto, ON",4,"As someone who previously only had part time customer service jobs, having an actual 9-5 office is pretty good office often has snacks and food and people bring in treats managers don't feel like your ""boss"" there to tell you what to do, but actual friendly people there to help you do your job, very much a plus","doesn't seem to be tons in the way of a ladder to work up to in QC alone, they more or less expect you to learn skills in a different category like programmer or artist or etc",Be the first to find this review helpful
"Great Place to work, hard if you're english speaking only","Nov 4, 2020 - Tech Artist in Montreal, QC",4,Really supportive teams Opportunity to learn a lot off of an experienced team,Can be difficult to fit in if you are not part of the Quebec/France culture.,Be the first to find this review helpful
They are really good,"Nov 4, 2020 - Gameplay Programmer in Mumbai",4,The salary is pretty decent and moreover they give a lot of perks and facilities,They require overtime but not always,Be the first to find this review helpful
Great working place,"Nov 4, 2020 - Programmer in Belgrade, Central Serbia",4,"Timely payments, annual profitability bonus, flexible hours, career development support",Legacy code all over the place,Be the first to find this review helpful
Great place,"Nov 3, 2020 - Project Manager in Montreal, QC",5,Great and diverse people in the entire company,Smaller salaries than other places,Be the first to find this review helpful
Read before you join !,"Nov 30, 2020 - Software Developer in Abu Dhabi, Abu Dhabi",1,- Opportunity to work on a big project - Friendly dev team,"- Poor processes: no code review and unit test, everything is chaotic and based on crunches - Terrible planning: a lot of overtimes (not days or weeks, it can be 3-5 months) without any compensation (bonuses or days off), every milestone is done by unpaid extra dev time - Ignorant management: they treat people as speechless tools, which must work as much as they are said. - Toxic atmosphere: the team is demotivated by unfair manager's decisions and low work-life balance. Management ignores all complaints and doesn't care at all. - Enormous level of stress: developers are bullied for bugs, estimates, and logged time. If they decide to leave, this push doubles. - Structure/hierarchy: everything is dependent on only one person (producer). He is a producer, game designer, programmer, UI artist, and QA... - Low salary/benefits: Salary is below average in the UAE - Staff turnover: a lot of people left. So the company hire new employees instead of investigating the reasons and improving the situation",12 people found this review helpful
Interview questions,"Oct 21, 2020 - Junior Game Tester",4,The game testing review is good,"Company Environment ,work load , stress",Be the first to find this review helpful
Amazing company,"Oct 19, 2020 - Game Tester in New Delhi",5,Access to high quality hardware Lots of fun events Great food,No cons Accorrding to me,Be the first to find this review helpful
Good people bad management,"Oct 16, 2020 - Game Developer in Montreal, QC",4,"Good people, cool games, fun environment","Last to close during pandemic, first to open, pressure to go back",1 person found this review helpful
Not so bad,"Oct 17, 2020 - Game Tester in Kiev, Kiev",4,Video games are fun Colleagues are interesting people Work-life balance,Salary is too small comparing to the market,Be the first to find this review helpful
Overall Good,"Oct 26, 2020 - Data Analyst in Abu Dhabi, Abu Dhabi",3,Good environment and work culture,No real benefits available for employees,2 people found this review helpful
A good safe job,"Oct 30, 2020 - Senior Level Designer in Montreal, QC",3,- Job security - Lots of good talent scattered around their productions - Lots of opportunities to move around and try different things,"- Low salary - Not enough vacation days - Huge productions, making any decision takes weeks - Lots of unmotivated employees that are there just for the small pay knowing they will never get fired. - Their projects are not very varied 50% of their projects are all of the following: Open worlds with, RPG elements, in realistic worlds - Editorial team that makes the big decision lack vision - No innovation at all, Ubisoft is always 3-4 years behind the rest of the industry - They give too much importance to foosball tables, yoga classes, spending money on events, concerts and not enough to employees salary/vacation out of work quality of life.",Be the first to find this review helpful
"Good learning. You will get to code a lot, lot of new technologies are being used. All n all good.","Oct 15, 2020 - Junior Programmer in Pune",4,"Lot of codding experience you will get, which nearly more than you get in any it company.",Work pressure is huge.. And overtime,Be the first to find this review helpful
Junior Test Engineer,"Oct 28, 2020 - Software Engineer in Pune",3,"Good Company, Flexible timings, Friendly Environment, Not much work Loads.","No Cons, Salary Increments, Senior Game Testers Recruitment should be there.",Be the first to find this review helpful
Great colleagues,"Oct 15, 2020 - Project Manager in Singapore",3,Great and passionate colleagues. Open to suggestions from peers,High hierarchy structure. Looks to have bias to be french speaking in order to climb up the ladder.,6 people found this review helpful
Great game developer in Quebec City,"Oct 12, 2020 - Team Lead in Quebec, QC",5,"Amazing staff, great licenses, and closely-knit community",a lot of the internal conversations are in French,Be the first to find this review helpful
Best job ever!,"Oct 13, 2020 - FX Artist in Montreal, QC",5,Great company culture! Lots of very talented employees to learn from and grow.,Nothing negative to add here.,Be the first to find this review helpful
Don’t work here,"Nov 16, 2020 - CRM Integration Specialist in Montreal, QC",1,Bagel Friday’s and casual dress,"Long hours, stressful, no work life balance",1 person found this review helpful
Great place to work,"Oct 13, 2020 - IT Manager in Montreal, QC",4,Good open space working environments,Not really focused on employee growth,Be the first to find this review helpful
I can do everything I want,"Oct 12, 2020 - Game Programmer in Mumbai",5,It treats good to workers,There are nothing to tell about it,Be the first to find this review helpful
Good company,"Oct 11, 2020 - Anonymous Employee in São Paulo, São Paulo",4,Good environment Opportunities to grow Nice teammates Good benefits,"Still a family company, french and family taking the lead in all regions Some subsidiary HR disconnected from Global Micro management Decision based in bias not by using data Lack of diversity and inclusion",Be the first to find this review helpful
Not the Ubisoft people think they join.,"Oct 11, 2020 - Game Designer in Abu Dhabi, Abu Dhabi",2,- CV - A lot of good people at mid/junior positions - The city is fantastic - An opportunity to get in touch with some great professionals from Paris or US offices.,"- Extremely toxic atmosphere: all complaints and promising suggestions are ignored and the responsibility (and literally blame) is being relayed to mids and juniors. - Very poor planning. Countless hours of overtime working with no compensation and constant blaming for everything. - Incorrect evaluation of the studio capabilities: people with no relevant experience are forced to work on the top budget products (Producers who are neither gamers nor has ever developed a project of the similar scope, Lead Programmers with zero Unity experience etc.) - A lot of decisions are being taken solo by the Lead Producer with no regards to the advise from more experienced people and the research they did. Both in data, programming, marketing and game design. - This is not The Ubisoft. It does not feel like The Ubisoft who develops great games and moves the industry forward.",10 people found this review helpful
"Friendly, international, but problematic environment","Oct 17, 2020 - Programmer in Berlin",3,"- Friendly and (generally) supporting atmosphere between employees; - Moving to work in different studios is possible, and supported within the company structure; - Tech infrastructure (especially for WFH) is nice: IT works fast to support you","- Pay is below average, even considering programming within the games industry (which is already below the average for a general programmer); - Career progression for programmers leans heavily to either becoming ""gameplay"", ""AI"" or ""generalist"" programmer: other paths, even though dearly necessary for the projects, are not encouraged by producers (due to alleged difficulty in acquiring mandates for projects in these other paths); - Some of the tech is in woeful disrepair: it's not unusual to hear that a certain part of the tech (engine, AI tech, build system, etc.) is a ""house of cards"", and that unfortunately it won't change for the current project. - Ubisoft as a company is currently being (rightfully) under scrutiny due to the sexual and emotional assault accusations towards higher management. The general tone within the studios (and at least within the studio I worked in) is somber, and a lot of us discovered ourselves in retrospect to have been sold the idea of an inclusive and healthy environment by those managers (that as of recently were suspended, then fired from the company), and came to realize the hypocrisy. The company policies hardly enforce any sensible directions for these kinds of situations, and although there were some efforts taken to ""clean up"" the company, these efforts don't feel accountable or effective at all to prevent this kind of situation to happen again.",3 people found this review helpful
Decent,"Oct 8, 2020 - Electrical Engineer in Bucharest, Bucuresti",4,"Very nice working conditions, nice people","Management can be a bit too hard, but it’s out of love if anything",Be the first to find this review helpful
Ubisoft,"Oct 7, 2020 - Anonymous Employee",4,Working environment and cool ambience,Sometimes work load stress you out,Be the first to find this review helpful
"Great baseline, weird hierarchy","Oct 19, 2020 - Content Strategist in Montreal, QC",3,Good insurance Perks Diverse Okay pay Close to downtown,French structure No possibility of moving Up quickly Scarce opportunities Middle management through the roof Toxic culture,1 person found this review helpful
Good place,"Oct 5, 2020 - Quality Assurance in Lehi, UT",5,Good place to work management,no cons experienced during work term,Be the first to find this review helpful
Worst,"Nov 11, 2020 - QA Test Engineer in Cincinnati, OH",1,Friendly work environment Get to play games,Less pay Long hours of working No satisfaction,Be the first to find this review helpful
Nice Job Overall except the Salary,"Oct 5, 2020 - Junior Game Tester in Pune",4,"good food, activities, communication is good","salary, developement is slow, need to relocate afterwords",Be the first to find this review helpful
Good learning,"Oct 6, 2020 - Anonymous Employee",4,"Its a good school, the company culture is good, inclusive and diverse (in most countries). Its challenging.",No career path. Tools used are outdated.,Be the first to find this review helpful
Good,"Oct 6, 2020 - Software Tester in Pune",4,Good for freshers to learn things,Low salary for a fresher,Be the first to find this review helpful
good company,"Oct 5, 2020 - Junior Game Tester in Pune",5,"good company, good environment, international gaming company",sometimes workload can give you stress,Be the first to find this review helpful
Overall good place to work at,"Oct 5, 2020 - Programmer in Montreal, QC",4,"AAA games, good conditions and development opportunities",Huge teams are not for everyone,Be the first to find this review helpful
Good for beginers,"Oct 4, 2020 - Anonymous Employee",4,You'll learn about the pipeline and get general professional experience.,Management on certain projects is iffy at best,Be the first to find this review helpful
Good,"Oct 18, 2020 - Game Designer in Montreal, QC",3,Good work life balance overall,"you are one of many, you have no creative freedom",Be the first to find this review helpful
"Good people, Good projects, culture change needed","Oct 17, 2020 - Project Manager in Montreal, QC",3,Teamwork Good projects Employment stability Enthusiasm of coworkers Friendliness,HR can have discriminatory and exploitative policies or processes Director level leadership can be slightly toxic Male dominated French language barriers,Be the first to find this review helpful
Great Team,"Oct 2, 2020 - Receptionist",5,great team lots of activities,you do not have access to all advantages when you're cdd,Be the first to find this review helpful
No Dice,"Oct 16, 2020 - UI Artist in Bucharest, Bucuresti",2,There are also good people,"Garbage management, but where is it better?",1 person found this review helpful
Thank you,"Oct 1, 2020 - Game Tester in Pubetan",5,Good job at the company nice to work Great support by them to me I'm very happy that he'll me,Best experience with it it very good time It help me alot for be good in gaming problem to find the bug Thanks,Be the first to find this review helpful
Good,"Oct 1, 2020 - Junior Game Tester in Pune",4,"Relax, chill , good job , learn new skills,","Less salary, no hike , no promotion, less growth",Be the first to find this review helpful
Good place to learn,"Sep 28, 2020 - Programmeur outils in Montreal, QC",4,Good place to learn as a junior,Too much management happen sometime,Be the first to find this review helpful
One of the best interactive entertainment industry,"Sep 27, 2020 - Trainee Game Tester in Pune",5,Its all fun here. Best organization for those who want to make a career in gaming industry. You will get lots of benefits. Work life balance is there. You will be paid for extra hours.,Salary is less for testers.,Be the first to find this review helpful
Best company,"Sep 23, 2020 - QA - Game Tester in Pune",5,Working culture is amazing. Leads and co-workers are collaborating. Company provides amazing opportunities and benefits,Nothing. Company is amazing. And so is the working culture,1 person found this review helpful
Good for new people,"Sep 24, 2020 - Junior Game Tester in Pune",5,Work environment is the best,Dont stay long if you are looking for growth,Be the first to find this review helpful
Best Company to work,"Sep 24, 2020 - Senior AWS DevOps Engineer in Montreal, QC",5,Great work atmosphere and good scope for learning,Not that I can think of,Be the first to find this review helpful
Satisfactory,"Sep 24, 2020 - 3D Animator in Pune",4,It was a great experience working there.,Should hire more in their studio,Be the first to find this review helpful
Great place to work at,"Sep 23, 2020 - IT Technician in Montreal, QC",5,Flexible hours and a great place to work at if you have a family.,The place is huge and scattered across multiple buildings,Be the first to find this review helpful
"Decent work, bad management","Oct 7, 2020 - Programmer in Pune",3,"Excellent people, help to grow, decent work quality as well.","Absolutely no pay, no retention policy, lies and deceit when it comes to negotiation, and a pathetic management. Hiring based on affiliation to other institutions hampers the quality of the workforce as well.",Be the first to find this review helpful
Good company overall take care of the workers,"Sep 17, 2020 - Junior Game Tester in London, England",5,Take care of his workers Decent salary You can climb the ladder of success,Bad experiences with some colleagues,1 person found this review helpful
Good people but needs work,"Oct 5, 2020 - Tools Developer in Toronto, ON",3,"Good culture of people generally, good sense of community within Toronto, good events","Limited advancement, lateral or upward, some questionable leadership, too much red tape to move ideas around, too much control from Ubi HQ",Be the first to find this review helpful
Meh,"Sep 14, 2020 - Devtester in Düsseldorf",5,good people are ther ein the company,low salary is tehre in the company,2 people found this review helpful
Big company with good benefits,"Sep 21, 2020 - Programmer in Montreal, QC",4,"A lot of experienced co-workers, good benefits, good salary.","Big machine, not easy to change things fast",Be the first to find this review helpful
Fun and friendly,"Sep 18, 2020 - Talent Management Specialist",4,A fun and friendly environment where you feel accepted and supported for the most part.,Low level of transparency on important company issues and processes.,Be the first to find this review helpful
Great beginnings,"Oct 2, 2020 - Anonymous Employee in Pune",3,Great place to learn about the industry. Great diversity of departments. Super great titles. No benching or off season. Direct interaction with devs.,Bad HR. Not the most competitive pay.,Be the first to find this review helpful
A good place to work,"Sep 16, 2020 - Junior Gameplay Programmer",5,Opportunity to work in great projects,"Nothing really, Salaries could be better",Be the first to find this review helpful
The amount of enthusiam people have for games is taken advantage of.,"Sep 16, 2020 - Junior Game Tester in Pune",4,1) Excellent Working Environnement 2) Friendly Atmosphere,**Feels like there's little pay for the amount of work done. 1) Getting promotion is dependent upon the amount of years spent in the studio along with performance. Hence taking is usually more time then expected.,Be the first to find this review helpful
Production manager,"Oct 1, 2020 - Production Manager in Montreal, QC",3,big place you can be call to travel around the world.,you can easily get cought in too much job,Be the first to find this review helpful
good company,"Sep 16, 2020 - Junior Game Tester in Pune",5,Good behaviour with the employes,No problems faced till now,Be the first to find this review helpful
Awesome experience,"Sep 16, 2020 - Intern Programmer in Montreal, QC",5,"Learnt a lot, great team, great lead",No cons had a good experience,Be the first to find this review helpful
Not a place to work,"Oct 1, 2020 - Full Stack Web Developer in Bucharest, Bucuresti",2,I don't have any pros.,Project managers do not carre about people. They treat people like huma resources. Low wages.,Be the first to find this review helpful
Not-bad-place to start your career,"Sep 28, 2020 - Software QA Tester in Kiev, Kiev",3,- fantastic titles - nice working machine - wide ubisoft's gaming library - good teambuilding,- super low salary - I needed to take overtimes to pay my rent,1 person found this review helpful
"Not Great, Not Terrible","Sep 27, 2020 - Software Developer in Gallatin, TN",3,"Decent benefits and perks (Health clinic, gym, cafeteria, etc.) Nice buildings if you are lucky",Lower Salaries than Others High staff turnaround,1 person found this review helpful
"Worst company I ever worked for, for sure","Oct 19, 2020 - Lead User Experience Designer in Barcelona",1,I didn't see any pros here,"Inconsistency between studios, terrible management, dismissal without explanation, delaying implementation deadlines... and many more things on the other level such as trying to be independent studio instead of collaborate more and move forward together...",1 person found this review helpful
Good Company,"Sep 14, 2020 - Anonymous Employee in Pune",4,working environment of the company,Less salary of the company,Be the first to find this review helpful
nice place to start,"Sep 14, 2020 - Junior Game Tester in Pune",4,friendly people work culture is nice,the salary structure is not that good,Be the first to find this review helpful
job,"Sep 28, 2020 - Senior Game Advisor in Mumbai",3,healthy environment and less work load.,sometimes get bored of same work,Be the first to find this review helpful
Enjoyable experience,"Sep 12, 2020 - VFX Artist in Sofia, Sofia (city)",4,Easy-going environment and good location,Many internal politics and strong emphasis on the brand,Be the first to find this review helpful
Cinematic Animator,"Sep 7, 2020 - Senior Cinematic Animator in Toronto, ON",4,Great Games to work on. Mocap team in the same studio,"Not very organized. Sometimes toxic culture, depending on the team",2 people found this review helpful
Nice,"Sep 25, 2020 - Gamer in Chennai",3,Nice company for budding gamers,limited growth in industry due to less knowledge,Be the first to find this review helpful
"The perfect way to describe it is ""meh""","Sep 26, 2020 - Anonymous Employee",3,They don't mind mediocre employees,Low salary No creativity with the games and their design They don't really care about their employees,Be the first to find this review helpful
grfhfg,"Sep 11, 2020 - Program Manager",5,i love the company's work,i hate the questions asked by glassdoor,Be the first to find this review helpful
"Not perfect, not terrible","Sep 25, 2020 - Anonymous Employee",3,"- Great work life balance - Cool Projects - Nice colleagues - Crunch time is very rare and if ever, restricted",- Many false promises - Not true to their own company culture - Bad salary - Occasional inexperienced leadership,Be the first to find this review helpful
Everyone is expandable,"Sep 25, 2020 - Build Engineer in Bucharest, Bucuresti",2,"Stable environment, small chances of being fired even if you're below par","pretty much everything related to social and moral standards, if you're not management you're treated like an object, salary is half the market's price",Be the first to find this review helpful
A creative work place,"Sep 9, 2020 - Manager",4,A creative work place Open to new ideas Friendly,Big company which makes communication hard sometimes,Be the first to find this review helpful
Ubisoft is the best IT company so far!,"Sep 7, 2020 - Mid-Level Designer in Sofia, Sofia (city)",5,"Friendly environment, awesome people, amazing games!","Deadlines, working until late, crunch when needed, but after all this is the game industry, either you finish ur job in time, either the game postpones and domino effect happens.",Be the first to find this review helpful
great,"Sep 8, 2020 - Junior Game Tester in Pune",4,great enviornment for people like me,salary offered is to low,Be the first to find this review helpful
pretty good,"Sep 8, 2020 - Junior Game Tester in Kiev, Kiev",4,Pretty good for a career start,Rather low salary range as for this position,Be the first to find this review helpful
Great employer overall,"Sep 5, 2020 - Senior Web Developer in Montreal, QC",4,"Most people are friendly, not too much stress going on. Certain degree of freedom in the work you do - i guess this depend on which team you are working on. Work from home friendly. Work life balance is good.","This can depend on the type of person your are, but the office setting (open space) can be too noisy depending on where you are, lacks privacy and space - and can be difficult to reserve meeting rooms. Difficult to grow professionally. Lots of hierarchy and management layers - can be a bottleneck for innovation.",1 person found this review helpful
"It good to see, having creative things.","Sep 6, 2020 - QA Engineer in Pune",4,Good place to work and learn.,"No cons, happy to work here.",Be the first to find this review helpful
Has its,"Oct 12, 2020 - Games Designer in Newcastle upon Tyne, England",1,Free Games Free Fruit Free Pete Docherty,"Bad Management, Bad HR, Bad Pay...employ people with no experience",Be the first to find this review helpful
Good place for gamers,"Sep 21, 2020 - Junior Test Engineer",2,This place is good if you are passionate about games,Very less salary and very less hike and nothing to learn,Be the first to find this review helpful
Good,"Sep 5, 2020 - Anonymous Employee",5,A lot of overall benefits,None that I can think of,Be the first to find this review helpful
Nice,"Sep 5, 2020 - Game Developer",5,Good Company and good work enviroment,Nothung bad about company i have to sat,Be the first to find this review helpful
Ubisoft is good for people doing only there work,"Sep 4, 2020 - Technical Artist in Toronto, ON",5,the work balance is good at Ubisoft,projects are all pretty the same.,Be the first to find this review helpful
Great studio if you're French,"Sep 18, 2020 - Production Manager in Montreal, QC",2,"Good perks like good insurance, clinic inside the studio, and attached daycare",below average pay toxic environment,1 person found this review helpful
Not the best company in the world like they like to say,"Sep 14, 2020 - Level Designer",2,"- Good health insurance. - Once a project is done, you keep your job in the company. You jump on another project or go in ""inter-projet"", a place where you are still paid full time while you wait for a spot in another project.","- They don't pay their employees the salary they deserve. - Management people don't always deserve their title. - The overtime is not paid (Not only at Ubisoft, but in almost every video games' company)",3 people found this review helpful
"Good for beginners, dont stick","Sep 18, 2020 - Junior Game Tester in Pune",3,Fun work and good people,"Bad work life balance , no time for self",Be the first to find this review helpful
Great 1st step,"Sep 3, 2020 - Junior Game Tester in Kiev, Kiev",4,"Great team spirit, pro and helpful HRs, amazing products",Test Dept is not ideal... like everywhere,Be the first to find this review helpful
Ubisoft Romania/Bucharest,"Sep 16, 2020 - Operations Associate in Bucharest, Bucuresti",3,Good benefits package Stock options for key performers Paid trainings,Awful office spaces (an ex car parking building) Very slow decision making from the upper management,Be the first to find this review helpful
HR,"Sep 1, 2020 - Senior Manager in Bangalore",5,Best company to work really a good experiencepartment,Senior are some time to dominating & gives you more pressure,Be the first to find this review helpful
NA,"Aug 30, 2020 - Game Tester in Pune",4,Good Work-Life Balance and benefits.,No cons as of now,Be the first to find this review helpful
Review,"Aug 29, 2020 - Anonymous Employee",5,"Good company, and has a lot of scope",There may be politics at the upper levels,Be the first to find this review helpful
Awesome company,"Aug 29, 2020 - Brand Manager in Paris",4,"free games, great people at work and lots of travel","lots of work, cyclical releases",Be the first to find this review helpful
