title,author_type,content,rating,pros,cons
You are expendable.,Quality Assurance Tester,"You are constantly reminded that you are a contract employee with an expiration date. Meanwhile you recieve a W2. During training and orientation you sit in on all of these calls where Activision tells you about these amazing benefits. When the call ends you are told ""Those benefits are for permanent employees in California"". As a QA tester you are constantly told how important you are to the development of games like Call of Duty. When you first sign on to the position you are informed and forced to sign a contract that states you are not eligible for a bonus regardless of the games sales or performance. All of this leads to the most important thing people need to be aware of. There is zero work-life balance. We have been working six days a week, eight to twelve hours a day since August of 2020. While it easy to ask for time off, you are not eligible for PTO because you are not considered a permanent employee. If you want to be treated with some kind of dignity and respect, Activision is NOT the place to work.",1,"Two free games a year, coworkers are really fun.","Does not pay a livable wage, zero work-life balance, little to no upward movement in the company."
"Great co workers, truly terrible management.",Quality Assurance,"Expect frequent and consistent overtime. At the very least you’ll be working 6 days a week, this gets even worse during crunch. The schedule you are given is a facade expect frequent changes at a moments notice. The company will make excuses and say they are looking into structural changes but these are merely empty promises. The one positive thing about the company is the bond you create with your fellow workers. The people are truly amazing without them the job is worth nothing. Sadly you should expect frequent turnover. Know what you are getting into before working here while it’s fun to play new games this only lasts for so long. Don’t expect much of a social life you are married to the company, oh and as far as advancing in the company goes it’s very unlikely regardless of how hard you work. You’ll likely be strung along and think you are given a chance to showcase your skills but they are simply using you.",2,"Work from home, amazing co workers, consistent hours.","Brutal schedule, low pay, limited advancement opportunities."
Long hours but smart and welcoming coworkers,Production Assistant,The hours are long and people start getting fatigued around crunch time. Currently everyone is wfh and it operates pretty well.Overall there is a lot of very smart and passionate people here who are eager to share their knowledge. The contract/temporary worker situation is annoying and takes away from the experience of working at a cool company like activision.,4,Generous meal allowance while wfh and fun game perks,Hard to find work life balance at times
Involved with an exciting industry and the production of AAA video game titles.,Platform Lead,"An exciting industry to work in with many sharp, creative and friendly people but one that exploits the graphic artists, programmers and quality assurance personnel with low pay, long hours and low job security because there is a constant supply of entry-level replacements seeking hire.",3,"Involved at the forefront of a dynamic industry, free video games","Relatively low pay, no job security, long hours/weeks during ""crunch"""
Productively fun work area,Game Tester,Is the best company to work for because they had the best games like call of duty I forgot what they have the best games I really loved working for this company so I would really love I mean love working here,5,,
Great Environment,Junior Software Developer,Best Job Ever! I got to work at any time during office hours. My supervisor did not boss me around. They just wanted the work to be done and in return you had freedom.,5,,
Great Company,,"Great Company, Great Leadership but no synergy between the top and mid-level management. That reflects the employee experience at lower levels. Great place to work but might not be a great place to grow.",4,,
Hours and life balance are hard,Tester Technician,"You schedule is not your own. Everything is steady until crunch time and the hours grow longer. They can come in one day and say: ""HEY FROM THIS DAY FORTH EVERYONE ON THE TEAM WORKS 5pm - 5am AS OF TOMORROW!!"" and if you don't like it FIND ANOTHER JOB",3,,
Long hours with great people,Quality Assurance Tester,"Pros - Casual and friendly work environment. - Training prior to start. - Ability to make a meaningful impact on AAA games, pre- and post-release. Cons - Long and unpredictable hours, especially during the holiday season. - Management not particularly organized. - Low compensation.",4,,
Boooooo,Senior Desktop Technician,"It's nice when you work with talented team members who carry their share of the workload. Unfortunately, this is not one of those places. That is all.",1,,
Dynamic work environment in a fast moving industry,Vice President IT PMO and IT Strategy,"Dynamic work environment in a fast moving industry. Activision is an industry leader with tremendous IP, strong leadership, great work-life balance, and a great culture.",5,,
Great place to work with lots of great parties as perks given to employees and its all about it.,Designer,"It's all about personal relationsips in this company. It doesn't matter how talented, skilled and intelligent you are in the specific expertise you are passionate for. There will always be a person who has much less skillset and talent but does his best job on politics and lobbying behind the doors to edge out others.",1,Great parties,"Very poor management, low quality coworkers, very poor assesment of employee talent and contribution."
Fun workplace,Videogame tester,"Was a videogame company and our job as videogame tester was to find problems or bugs in our relative language and of curse have fun aswell, really good people workig here.",4,,
Avoid this company,Accountant,"The work environment at Activision is extremely toxic. The entire rewards and recognition system is based on favoritism. Teamwork is almost non-existent and employees are enticed to compete against each other ""The battle for the best idea"". Excluding the few elites, the average tenure at Activision is about 1.5 years. Don't waste valuable years of your career at that place. 95% never get promoted.",1,Competitive pay,Just about everything else
Aspirations don't match reality,"Manager, Marketing","Activision aspires to be an innovative, leading company and while many people there are working extremely hard to make that happen, leadership isn't fully aligned and the day-to-day is taxing. The meeting-overloaded culture means little time to do work, so you are expected to be always-on. Most people are given the freedom to work remotely as needed, and be off-site to look-after kids, but it's really case-to-case and overall the culture doesn't seem to have kept up with the fact that the longer-tenured employees are now married with kids and need a more realistic balance. Career pathing is non-existent and when organization shifts occur there is little to no thought put into rolling them out to employees. Many people work hard after the fact to manage through those organization changes, but the transitions in recent months/years have been very bumpy.",2,,
Terrible,Localization Quality Assurance,"Overworked, underpaid, temporary contract, zero benefits. Life balance is non-existent. Salary is lower than McDonalds for doing quality assurance, seriously.",1,,
Fun but doesn't really pay the bills.,QUALITY ASSURANCE ANALYST,"Activision was a really fun place to work at. Felt at home, so to speak. Yet, the compensation isn't worth it, in a monetary sense. Granted there are a bunch of random perks, also there are long 14 hour days.",3,,
Productive and fun place to work,Community Support,Had a good time doing my work with them. The customers of course were the worst part as you usually dealt with someone angry and upset most of the time. The supervisors I worked under were fun and interactive and helped a lot.,5,,
No work life balance,Senior Artwork Project Specialist,"The company promote 'ALL in"" and ""The People"" but I find the staff so unfriendly and stick to who they know. Not a good working environment. Pay rise is a joke £200 per year!",3,Free snacks,Long inflexible hours
Fun but demanding job,Game Tester,Job demands a person with a eye for detail Tester is required to submit all bugs and glitches to a database and hand written report to product lead. Activison strives for a balance of demanding work while balancing it with a relaxed atmosphere,4,controlled access to Activison products,Strong Non Disclosure agreement.
Testing Games,QA Playtest,It was a fun experience all really i would do was just go out and test games and see what flaws they had. Give them my best idea of what they might need to do to improve it.,4,,
Productive and Fun working culture,Marketing Cloud Engineer,Very good atmosphere in the working area Very good knowledge sharing activity among the colleagues of the company Have a good management team who take care of their employees,5,,
friendly,Freelance,I worked as a freelancer for Activision so I had little interaction time at the office studio. What little interaction I did have was positive and friendly. The only drawback was that I did not get enough communication specific to the style direction: They gave me wonderful samples with different approaches and the Artist who was working in house doing what I was doing had a very different approach to the samples altogether...,5,friendly atmosphere,in the end I was not sure if my style is what they wanted; I was not told one way or another.
Great Oppurtunity,Graphic Artist,"I had a lot of fun working at Activision. I hope to one day work for Blizzard. I worked in the basement with the Graphics Department. I did have some trouble because of the lighting not being enough but the best i could do was a desk lamp. Nonetheless, great job, great coworkers, and great leaders.",5,,
"Mostly great people, unfocused company",Associate Producer,"The Activision work experience is an exercise is cognitive dissonance. At the personal level, you're surrounded by people who are kind, helpful, smart, and talented. However, its corporate infrastructure and mechanisms are beyond bureaucratic and opaque – its culture and ability to adapt to the quickly-changing gaming landscape is nonexistent, and has been reflected in its market performance as of late. It has survived so far because its business instincts are top-notch – if it could marry those to a more agile and flexible development structure, it would be fine.",3,,
Cutthroat environment where everyone is expendable,player facing,Layoffs at least twice annually regardless is profitability or industry press releases. Environment male dominated and closed-minded. No hesitation to go back on their word or disregard years of overachievement in favor of short term budgetary gains. Low morale in player facing departments.,2,Some great people & perks,Yesterday’s hero becomes today’s zero in an instant
Don't let the industry fool you,Contractor,"None of the perks of working in a real game company office - passive aggressive management - NO job security or room for advancement. Poor treatment. Even as a satellite office it's really poor. The only perk? Decent coffee (when the machine works) If you have any history working in the games industry at all you know that part of the 'payment' for long hours and substandard payrates are the perks (snacks, game nights at the very least) Activision Dublin... nothing - seriously we couldn't even use the canteen after work to play board games once a week... Process and procedure documentation doesn't exist - and if you don't follow these non-existent processes you will get ranted at in an open office... it's just a really hideously unprofessional environment.",1,None,"Bad work environment, inept management"
Relaxed atmosphere,Receptionist (Contract),"It’s great at first and then you truly get to see who has your back and who doesn’t. There’s a clique in management like in High School. If you don’t agree with them or god forbid form your own opinio, you’re out of a job real soon.",2,,
Good company for experience.,QA Analyst,Great company to get experience. They need to work on retaining people. Too many egos. I wish they would provide more employee development and expansion opportunities.,3,,
Activision Rating,Executive Assistant to President & CEO,"It is great to see so many co-workers having passion about this company. Though, the hours can be long. The program used for Bonus structure takes too long, and it can be hard to really gauge your success.",5,Leaders & co-workers having a great passion about this work,Hours can be long
Compensation and benefits were good!,Client Services Manager,The culture of Activision was awesome and a company where you feel like you belong to something bigger than life. It was a very enjoyable experience.,4,,
"Love video games, dislike the dark side of the industry",Social Media Specialist,"This is a contract job and you are not an Activision employee so your chances of building a path that leads to a career with the company is not that high. The player base that you help is very toxic and constantly verbally bash the help you are trying to provide for them. While I love video games and being surrounded by them on a daily basis, this is not the ideal area of the industry I'd like to be in",3,"Tons of snacks and drinks for free, surrounded by video games, console's at your desk, plenty of networking events","Overworked, under paid contract work, very limited benefits, mandatory 6 days a week / 12 hour shifts during new game or DLC launch, very little chance of growing with the company"
great,Software Engineer Intern,great place and I am glad to work as a intern at there. Everyone in the office is nice and the environment is also very nice. I learned many useful thing from this intern experience.,5,,
Great Place To Work,QA Tester,Great people and a great job. Fun and relaxed as well as fast passed when crunch time comes. Everyone gets along and you feel like your part of a team.,5,,
A very fun working envirement,Activison Ambassador,This was a very interesting job because I was constantly surrounded by other gamers. Just knowing that everyone around me enjoys the same thing that I do is just amazing. If you are a gamer this would be a very fun volunteer job to do.,4,Benefits in the videogame,How much you have to do it
Good place to work,Lead Game Analytics Specialist,"Overall, a very good place to work but be prepared to crunch when the time comes. Lots of gamers around passionate about what they and gaming in general. Professional and well qualified colleagues, know what the are doing and trying to excel. Internal politics can get pretty nasty though.",4,,
Great Place To Work,Executive Protection,"Great place to work....Lots of perks....Fun Environment..... Long hours, but it is so worth it! I highly recommend working here ! For example, lots of parties. Friday Happy Hour",5,Free Food,Lots of time off
Game Players,Accounts Supervisor,"Activision Asia Pacific is a US based company, supplied games.It is a second biggest games supplier in the world. Small team, good benefit with bonus and company shares.",3,,
Stay away!,QA Tester,"I realy hated this job. The managers don't tell the QA Testers things until after they have spent days trying to test a bug or they expect you to meet a bug quota for every day when you are placed on a team that has to test one bug on a map that has had all the bugs reported for days. They are not very open with employees being themselves at work. They require a more casual formal dress code, so sorry guys no punk rocker looks metal faces or heavy tats, least you be fired for being yourself.",1,"Old School arcade in lunch room, free sodas and energy drinks","Bad Management, poor employee standards, bad hours, low pay"
Great,Blizzard Summer Intern,"Great office environment, friendly coworkers, reasonable management, good food, fun after work events, room for growth within company, overall great company culture.",5,,
Good team work,Lead Animator,"I worked on many exciting project at Treyarch while I was working there. When team was small, people worked together with fun. Later team got bigger and bigger, some communication between team were lost.",5,Good atmosphere for game developers,not efficient schedule management
Gaming publisher,Virtual Team Lead post,I cannot describe how fun it is to work with the publishers of the game. The company that's perfect for gamers and gaming enthusiast. Would like to wait for the new games to come out.,4,New game release info,
"Productive and fun workplace, friendly colleagues",Junior Tester,"I was with Activision as a junior tester for work experience in Transition Year. My job entailed playing through pre-production video games, and noting down any bugs/text mistakes that occurred so they could be rectified",5,Interesting work environment,No cons
Fun work place,Front Desk Receptionist,"Passionate people working on great games. Lots of great perks including games. A lot of smart, passionate and engaged people. Multicultural employees but not upper management.",4,,
Dynamic and fun place to work,Talent Development Manager - Europe,"Activision is a great company to work, providing opportunities to add value to the business, take full ownership and responsibility for your role, with great scope to develop and improve existing practices, processes and initiatives.",4,,
"Team based, comfortable atmosphere",Tier 2 Outreach specialist,"Activision is a pretty amazing place to work. They take great care of their employees and give equal parts responsibility and deference when it comes to handling customer service opportunities. The team that I was a part of was a pilot effort designed to assist high-value customers. They relied on our service expertise and allowed us to write much of the book on how to approach these clients. The atmosphere was very casual and open. They did their best, within the constraints, to provide us with the tools we would need.",4,"Casual atmosphere, resources for assisting customers, access to games/gaming conventions","Transitional period. Manager not present, reliance on immature team leads"
"Fast Paced, Team Oriented",Transactional Paralegal,"Amazing place to work. IF they hadn't shut down my business unit I would have been a lifer. Flexible hours, casual dress and amazing work gatherings kept me coming in excited for work every day.",5,"Flexible hours, casual dress",They shut down offices all the time
Call of Duty,Quality Assurance/Game Tester,I tested the Call of Duty Modern Warfare 3 and Black Ops 2. I was given the game to simply play and see what is wrong with the game if anything. We would also do scenarios where we would act out certain situations for upcoming trailers for the game. I learned how to be observant and enjoy playing first person shooters. I actually became really good at playing the game and they made me lead in scenarios and kill opposing players. Management was fine they were very relaxed and did their best to teach us what to do and answer any questions that we might have. Coworkers were also a blast we would play ping pong on every break and we truly enjoyed playing the game. Hardest part of the job was not able to play more even thought 90% of the time we were playing. Playing the game was fun but being the first to find a bug or defect is the best feeling. Because thats what we are paid to do is trying to catch as many errors as we can.,5,Playing Call of Duty and getting paid for it.,Not being paid enough
Great Learning Environment,Sr. Product Marketing Manager,Activision is a great company to work for. Provides freedom to manage projects etc while supporting a creative work culture.,5,,
Fun Job,Jr. Quality Assurance Tester,Easy and fun. Loved the environment even though you were inside a dark underground most of the time. I would do it again if possible,5,,
Productive and Great Work Environment,Executive Administrative Assistant,"Get to work 10 minutes before 9am. Check emails and listen to voicemails.Scheduled and coordinated meetings, appointments, and other similar activities for supervisor, which also included travel arrangements.",5,Supportive Manager,Temporary
Video Game Testing major titles In the game industry,Quality Assurance Video Game Tester,Very Friendly workspace with Leads who help support the QA testers. Make sure testers are getting quality work done to assure the game exceeds its expectations. Helps workers get a more hands on perspective of how Video Games produced and also teaches you how to be more computer savvy if that isn't your strongpoint.,5,,
Amazing and efficient company,Floor Supervisor,"I came to learn everything I could about how the biggest and baddest gaming development company operates, and achieved my goal. From production to QA, their operations are smooth, refined, and methodical. Would have worked for again had I not moved to Oregon.",5,"Great leadership, amazing systems, and efficient schedules",Had to endure LA traffic
Good.,Techno Functional Consultant,FUn work place with supportive management and healthy company policies.Work friendly and employee centric environment.,4,Good atmosphere,
Good gamer friendly enviornment,QA Tester,"Sprinting through unreleased titles searching for bugs/glitches. How to use the database. Management was legit, good company all-around. All very friendly. Adjusting to the speed of progress and schedule. Breaking when you need to.",5,"Caterers, snack perks, video games.",Fast Paced enviornment
"Was a really enjoyable experience, dedicated staff and fun place to work.",QA Tester,"I had a really good time working for Activision. It was a really educational environment. Your exposed to what the video game production industry is, and what they do to get each project out. They also take really good care of their employees. Really an enjoyable experience.",5,"Decent pay, and a fun environment.","Contract job, project to project kind of environment."
fun,Outreach Support Agent,Access to the latest titles of games and older versions of games. the ability to visit headquarters is a plus. Santa Monica headquarters is very nice.,3,,
Exciting First Job in Gaming,User Test Moderator,"I had a real blast working at Activision. The culture was inviting and very warm, even in Activision's subsidiaries. I particularly enjoyed the opportunity to visit Blizzard's campus as part of my intern program.",5,,
Activision is a great place to work.,QA Game Tester,"Activision EP,MN is a great place work management is great. Getting to know everyone is also alota fun there. Unfortunetly they work on a contract basis only which makes them lose many good testers, and when it comes to advancing up the ranks they are not good about making great choices about whom they chose.",5,,
"Fun, exciting place to work at.",QA Tester,"Testing current, new and old games on multiple platforms for possible bugs. Putting in bugs so that they get fixed by the devs.",4,,
fun co-workers,Software Tester,relaxing work environment while QA testing company products. also nice/fun co-workers,4,,
Great Experience and kind people,Office Assistant and Shipping Lead,I learned a lot about working under pressure. Being accountable and taking infinitive when needed. Working here has taught me so much about myself and that I am capable of almost anything in a corporate or warehouse environment.,4,The education and experience,Growth
My review,Game Tester,I will show dedication and tremendous effort on any job I had.,5,Hard worker,No cons
An excellent place to work.,Music Coordinator,"During the Guitar Hero days I had the pleasure of working in the Activision (now Activision | Blizzard) Music Department. The work's culture was exemplary and the Music Department specifically was a highly conducive atmosphere, promoting innovation, productivity and personal job satisfaction.",5,"Good culture, promotes personal growth, enjoyable place to work.",Not much room for advancement (depending upon the field).
Diverse job requirements made for increased skill set experience.,Central Purchasing Manager,"Intensive personal interaction with other departments, external vendors and internal management. Very rewarding and positive experience. Pending merger and lack of growth opportunities were the only major uncertainties in an otherwise great company.",4,,
Assisted customers with technical support,Technical and Customer Support Representative,"Assisted customers with technical support for a large library of video games. PC, Xbox, Playstation, Wii. Filed reports and managed returns on defective or broken equipment and/or discs.",5,Amazing work environment.,Temporary position
Experienced Marketing Professional,Sales & Events Coordinator,"A diverse Marketing Professional with a broad base of Marketing and Project Planning experience spanning consumer promotions, project management, CRM, marketing strategy, advertising, and sales coordination. Proven objectives through strong communication skills with the ability to plan, lead, organize and control project resources. A reputation for action and building successful positive relationships internally and externally",5,,
"A fun place to work, but no job security whatsoever",Quality Assurance Software Tester,"Sure, we all know there's no job security when you work QA, but looking around the office, I saw maybe 3 people who were in their late 30 and early 40s. The odds of you making in this company is basically nil. They wave the possibility of getting hired in your face, but it never happens. One QA Tester was finding 30 bugs a day, they *still* never hired him. Essentially he was a perma-temp, constantly being re-hired for the next project. I heard about another tester who also had phenomenal numbers, but after FOUR YEARS of being a perma-temp he just burned out on the job, let his numbers slip, and was let go. Even worse, I heard about a guy who worked management, but still wasn't an actual employee, he was a contract employee, he worked there as management for two years. He was finally hired on a full-time employee, then was let go two months later. Make no mistake, Activision does not give a darn about you, you have no chance of making it here, and if you're one of the lucky few hired back in the 80s, you have no chance. Still a QA tester position makes $10 and hour, and as long as you're realistic about what the job offers, it's fine.",4,Free food when working overtime,"No job security, virtually guaranteed dismissal"
Best gaming company to work for world wide!,Production Coordinator,"Best Teams, Best People, Best Games/Products, Nothing But Love! :)",4,Everything!,None!
Productive and fun work enviorment with video games everywhere!,CSR,Loved working here the management was horrible to say the least. The best part of the job was eing able to walk a customer though an issue such as why they were banned or hacked off their system.,3,,
It was a great experience for game testing,QA tester (2) one-day assignments,It was fun to work here and test games. and It was a good work environment,5,free Food fun job,one or two day assignments
The Best Job on the Planet,Quality Assurance Tester,A typical day at Activision would consist of me testing video games and learning how to capture new bugs or problems in the software. I learned how to upload bug information onto a program called dev track 9. My co-workers were excellent people. I Loved everything about the job.,5,Free soft drinks all day every day and free donut mondays,none
This is the place to learn about life.,Quality Assurance Tester,"Activision is a great starting off poing in the field of quality assurance, however it's also where you learn about how tough life can be when you are trying to move up.",3,free lunches,"short breaks, work life balance"
Fun place to work,QA Tester,"Test game, write up bugs, submit bugs. I learned about the game dev cycle. Hardest part was not knowing if this latest project would be your last, not a lot of work but a lot of testers to employ. Easiest part was everything else.",4,,
Company could be better,QA Tester,"Company could be better by giving more projects to QA Tester's, normally they lay off QA Tester's after one project was finished when I was working there. Friendly people easy to get along with overall OK company.",4,,
Its okay to start yourself off,Technical Support and Social Media Specialist,"Its not bad for a 1st job, it was a good job to grow in but not to move up in. you could but its really hard too.",3,cool to work for,no way of really moving up and can e replaced easly
Dog-Eat-Dog Environment,Social Media Specialist,You come in as a contracted employee and stay as one. Very rare chance that you will ever become an Activision employee.,1,you get to go to e3... all 3 days if you're lucky.,where do i start?
"Activision: a ""below-minimum"" prison faility",Game Tester,"Being there for just a short amount of time, I already sensed that being a game tester amongst other testers in a basement-lke atmosphere, that halfway into my time there was a prison setting. There were tens of games being tested at the same time. Which seems normal for a big company like Activision. But with schedules as the same was just horrifying. We all had the same 10-minute breaks twice a day at the same time. And lunch hours all at the same time. We were trated as if we were robots programmed to take breaks all at once.There were close to 200 testers on the floor trying to buy lunch, heat their lunch in just ONE microwave. Huge lines at the vending machines. Huge lines at the restrooms. You were only able to go to the bathroom on the breaks and if you had to go, you needed permission from your QA lead who looked like he was still going to high school.",2,prison-like atmosphere,
Incredibly productive and fun place to work with a pool table and soda machine,QA Tester,"Arrive to work a little early, the line to clock in was usually pretty long. Get to my work station. Then sign in with the QA Manager and receive a copy of the project we were working on. The management was awesome as well as the co-workers I have made life long friends. The hardest part off the job I would say was the repetitiveness but definitely not a problem. The most enjoyable part was working on a project and being recognized for your work by having your name put on the credits. I love showing my kids.",5,,
Testing Video Game,Senior Tester,Great job. Testing video games is a lot of fun. Good hours and overtime also.,4,,
Most fun an employee can have,Technical requirements tester,"This is a video game company. Do I need to say more. I went to work and played video games for 8-12 hours a day and got paid for it. Of course there was technical reasons behind that video gaming but still. This was the greatest job in the world in my eyes. However because it was an easy job to hire for, most people got fired from the company. You had to perform your job better than 99% of the people next to you or you were gone. So it had a bit of stress to it, especially as games neared completion.There was also no flexability in hours, you worked monday through friday 8am - 5pm and that was it. During crunch times you works 6 to 6.",4,"long lunch breaks, free copies of the games you worked on, play video games all day!","poor job security and advancement, high stress."
Productive and Fun Environment,Quality Assurance Tester,"Activision Publishing was my foot in the door into the gaming industry. The management and my fellow employees were such a joy to be around and although we had a lot of fun we also got a lot done in terms of testing. A typical day consisted of analyzing games prior to release and ensuring each bug was being tracked in a database for the game developer to review. I learned how to use new software, how to manage small teams during multiplayer testing, and how to identify bugs and database issues based on their severity.Although the company did not have the stability I would have hoped for, I realize this is common in the gaming industry. My time at Activision was enjoyable and they provided a fun environment as well as a comfortable break area; it's hard to frown in a room with a ping pong table.",3,"lots of opportunity for overtime, nightshift","unstable, checklists"
Nice environment,Game tester,Activision is a leading video game company and this is shown in the environment people work every day.,5,enough time to lunch and availability to take breaks from work if you are stressed.,salaries are not very high
QA Tester,Quality Assurance Tester,It's a fun job that is definitely a job. Hours are long and tiresome but it's fun being able to work on videogames all day.Job security is always completely up in the air. Not a dependable job if all the other games are already fully staffed and no new projects coming up.,4,,
Busy and intense studio environment,Sr. Test Lead,"If you want to jump into the trench warfare of developing for such franchises like Call of Duty, this is the place to work. Every project has a large team of dedicated individuals that find any way to get the work done within very tight deadlines. This environment requires multitasking, diplomacy, and crisis management. At Activision, or any subsidiary studio, you make miracles happen on a daily basis.",3,,
My First REAL Job,Administration Coordinator,"I consider Activision to be my first REAL job. I held several positions over my seven-year stint there, and loved each one of them.It was a demanding job, but trained me in corporate procedure, professionalism, taking responsibility for your actions...almost everything but how to walk.The whole company was, and still is amazing to me. I have stayed in touch with many of my fellow employees.The hardest part of the job was keeping all of my 'hats' straight. I filled many different needs while employed there, as I handled all employee entrance/exits; security; supply and facility management; as well as holding the position of Recreation Committee Chairperson.The most enjoyable part of my job was being on the Rec Committee, setting up events such as Ice Cream Day, buying swag for the Company Store, Birthdays, etc.",5,"great bennies, regular hours, paid parking, free games, recreation committee",n/a
"Fun place to work. Great Job, but don't seek a permanent career.",Social Media Specialist,"While working at Activision, I survived several layoffs. Your luck can only last so long. It is a fun environment and you have management who cares.The problem is that during those layoffs, the position names were changed and filled. It was really tough to move up in the organization since they did a lot of outside hiring and very little in house promoting. Many of the people who were in house and already doing the job, but not having the title were turned down for the positions due to ""lack of experience"" causing morale to dip and some employees to look for better positions elsewhere.Don't get me wrong, some people do move up, but it is few and far between for those that do.You do establish a loyalty to the company, but not because of Activision itself, but because of your co-workers. You build a brotherhood/sisterhood with them.In my experience, it is an average company. No better and no worse than any other in this day and age.",3,"free games, 1hr lunches, activision title discounts.","long term temp, standard pay for temps, but below industry standard if you are not titled."
